GW150914,-0.004242542091959014
GW151012,-0.0007221372330669551
GW151226,0.0012114138619446619
GW170104,-0.005560159670923776
GW170608,0.0021254857146856074
GW170729,0.0006664468559659542
GW170809,-0.0007173940256746401
GW170814,-0.0032978539886974047
GW170818,0.015180438326321426
GW170823,-0.0008547903436795838
GW190403,-0.00012586894357021253
GW190408,-0.0005566327372294689
GW190412,0.021787402394591107
GW190413_052954,-0.001294346453202638
GW190413_134308,-0.0009396765176705926
GW190421,0.0003787430632298405
GW190426_190642,0.00041467617344222483
GW190503,-0.0019545854808502875
GW190512,0.001218266615713659
GW190513,-0.0012843592361457346
GW190514,-0.0003793421113031179
GW190517,-0.004582228142248072
GW190519,0.0005662957075901802
GW190521_074359,-0.04625583767553561
GW190521,-0.00010659505823047199
GW190527,0.005542713851174309
GW190602,-0.0015833082651873648
GW190620,0.00028590400846035125
GW190630,0.02471541715923492
GW190701,0.0006197786360949639
GW190706,0.00046494351157968817
GW190707,0.008995098510850147
GW190708,-0.003817221664118707
GW190719,-0.0011704011910921204
GW190720,-0.00010244236843437836
GW190727,0.0031155996537109813
GW190728,-0.012576676305881636
GW190731,0.00017504952485976485
GW190803,0.0004594399895181321
GW190805,0.00015695427719028467
GW190814,-4.5964435907303853e-07
GW190828_063405,-0.002861151489117532
GW190828_065509,0.017771033104854065
GW190910,0.012613628321261656
GW190915,0.002492214303860101
GW190916,0.0011793557750165772
GW190924,0.03680551733345548
GW190925,0.00035154866072740554
GW190926,0.0014633189405674994
GW190929,-0.0019438395998669822
GW190930,-2.007099630873769e-05
GW191103,-0.0011308411139164523
GW191105,-0.002748602829640135
GW191109,-0.008948729517325319
GW191113,0.003560272168557368
GW191126,-3.104713488172015e-05
GW191127,-0.0009634621671899057
GW191129,0.007111441601704085
GW191204_110529,-0.00948302320142099
GW191204_171526,0.012905369129936067
GW191215,-0.015988652661410967
GW191216,-0.028137505170076026
GW191219,2.0324006023901443e-06
GW191222,0.014054077725109231
GW191230,-0.0008221311701003439
GW200105,inf
GW200112,-0.00026633528372604936
GW200115,0.0002233583999676249
GW200128,-0.0011752417206664027
GW200129,0.010229914470468681
GW200202,-0.0033442690299962143
GW200208_130117,-0.00015673776454046184
GW200208_222617,-0.0010249084087432924
GW200209,0.0026507441989668075
GW200210,3.9886295400027766e-05
GW200216,0.00010338040294128464
GW200219,-0.002855092654638111
GW200220_061928,0.0019108173992756254
GW200220_124850,-0.000836666221466021
GW200224,-0.0014525099531745706
GW200225,0.004635665443681609
GW200302,0.016131696438772852
GW200306,-5.906063873556701e-05
GW200308,-0.00031631886387663787
GW200311_115853,-0.004968465335966703
GW200316,-0.022486428208874292
GW200322,-0.00029618782226189345
